expressionId,practiceExampleNumber,practiceQuestion,practiceQuestionTranslation,sentenceText,sentenceTranslation,acceptedAnswerCount,acceptedAnswers,reviewReason,reviewNotes
33,2,How was the mountain hike?,산 등산 어땠어?,The view was incredible. I'd never seen anything like it.,경치가 엄청났어. 그런 건 처음 봤어.,8,"경치가 엄청났어 그런 건 처음 봤어
엄청났어 경치가 그런 건 처음 봤어
경치가 엄청났어 처음 봤어 그런 건
엄청났어 경치가 처음 봤어 그런 건
그런 건 처음 봤어 경치가 엄청났어
그런 건 처음 봤어 엄청났어 경치가
처음 봤어 그런 건 경치가 엄청났어
처음 봤어 그런 건 엄청났어 경치가",경치에 대한 감탄과 처음 보았다는 독립 문장들의 의미를 유지했다.,
34,1,You look different today.,오늘 뭔가 달라 보인다.,I got my hair cut yesterday.,어제 머리 잘랐어.,4,"어제 머리 잘랐어
머리 어제 잘랐어
어제 잘랐어 머리
머리 잘랐어 어제",머리를 자른 대상과 어제라는 시점을 유지했다.,
34,2,Can you wrap this as a gift here?,여기서 이거 선물 포장 돼요?,Can I get this gift wrapped?,이거 선물 포장 되나요?,4,"이거 선물 포장 되나요
선물 포장 이거 되나요
이거 되나요 선물 포장
선물 포장 되나요 이거",선물 포장이라는 명사구와 가능한지 묻는 의미를 유지했다.,
35,1,Are you doing anything tonight?,오늘 밤에 뭐 해?,"Are you free tonight, by any chance?",혹시 오늘 밤에 시간 돼?,10,"혹시 오늘 밤에 시간 돼
오늘 밤에 혹시 시간 돼
오늘 밤에 시간 혹시 돼
시간 혹시 오늘 밤에 돼
시간 오늘 밤에 혹시 돼
혹시 시간 오늘 밤에 돼
혹시 시간 돼 오늘 밤에
시간 혹시 돼 오늘 밤에
오늘 밤에 시간 돼 혹시
시간 오늘 밤에 돼 혹시",혹시의 질문 완화와 오늘 밤의 시간 가능 여부를 보존했다.,
35,2,I can't find anything in this mess.,엉망이라 아무것도 못 찾겠어.,"By any chance, did you see my keys?",혹시 내 열쇠 봤어?,4,"혹시 내 열쇠 봤어
내 열쇠 혹시 봤어
혹시 봤어 내 열쇠
내 열쇠 봤어 혹시",내 열쇠라는 소유 명사구와 혹시의 질문 의미를 보존했다.,
36,1,"Cheap stuff is better, right?",싼 게 더 낫지 않아?,Quality is cheaper in the long run.,길게 보면 좋은 물건이 오히려 싸게 먹혀.,11,"길게 보면 좋은 물건이 오히려 싸게 먹혀
좋은 물건이 길게 보면 오히려 싸게 먹혀
길게 보면 오히려 좋은 물건이 싸게 먹혀
좋은 물건이 오히려 길게 보면 싸게 먹혀
오히려 길게 보면 좋은 물건이 싸게 먹혀
오히려 좋은 물건이 길게 보면 싸게 먹혀
좋은 물건이 오히려 싸게 먹혀 길게 보면
오히려 좋은 물건이 싸게 먹혀 길게 보면
길게 보면 오히려 싸게 먹혀 좋은 물건이
길게 보면 좋은 물건이 싸게 먹혀 오히려
좋은 물건이 길게 보면 싸게 먹혀 오히려","장기적으로 좋은 물건이 오히려 경제적이라는 의미를 유지한다. 길게 보면과 좋은 물건이, 싸게 먹혀를 각각 보존한 채 부사·조건·주어의 자연스러운 위치를 검토했다.",
36,2,Should I just tell them the truth?,그냥 사실대로 말해야 할까?,"In the long run, honesty is the best policy.",결국에는 정직이 최선이야.,4,"결국에는 정직이 최선이야
정직이 결국에는 최선이야
결국에는 최선이야 정직이
정직이 최선이야 결국에는",정직이 최선이라는 판단과 결국에는의 장기적 관점을 유지했다.,
37,1,Did you check in at the counter?,카운터에서 체크인했어?,We checked in online before the flight.,비행 전에 온라인 체크인했어.,2,"비행 전에 온라인 체크인했어
온라인 체크인했어 비행 전에",조사가 없는 온라인을 체크인 뒤에 단독으로 붙인 배열은 어색해 제외했다.,
37,2,Welcome! How can I help you today?,어서 오세요! 무엇을 도와드릴까요?,"I'd like to check in, please.",체크인하고 싶은데요.,1,체크인하고 싶은데요,체크인하고 싶은데요의 희망·요청 구성을 유지해야 하므로 자연스러운 추가 어순이 없다.,
38,1,You seem stressed lately.,너 요즘 스트레스 받아 보인다.,I could use a break.,좀 쉬어야겠어.,2,"좀 쉬어야겠어
쉬어야겠어 좀",정도 부사 좀을 술어 뒤에 덧붙이는 자연스러운 구어 순서를 허용했다.,
38,2,You've been yawning all day.,너 하루 종일 하품하네.,You look like you could use some sleep.,너 잠 좀 자야 할 것 같아 보여.,4,"너 잠 좀 자야 할 것 같아 보여
너 자야 할 것 같아 보여 잠 좀
잠 좀 자야 할 것 같아 보여 너
너 좀 잠 자야 할 것 같아 보여",잠 좀 사이에 너를 끼워 넣는 배열은 제외하고 좀을 잠 앞에 두는 자연스러운 순서를 더했다.,
39,1,I want to grab coffee later.,이따가 커피 마시고 싶어.,Do you know the hours for that cafe?,그 카페 영업시간 알아?,2,"그 카페 영업시간 알아
알아 그 카페 영업시간",그 카페 영업시간을 하나의 질문 대상으로 보존하여 질문 술어 뒤에 제시할 수 있다.,
39,2,What time do you work?,근무 시간이 어떻게 돼?,"The hours are 9 to 6, Monday to Friday.","근무 시간은 월요일부터 금요일, 9시에서 6시야.",2,"근무 시간은 월요일부터 금요일 9시에서 6시야
월요일부터 금요일 9시에서 6시야 근무 시간은",월요일부터 금요일 9시에서 6시야 근무 시간은이라는 주제 단일 후치가 가능하다.,월요일부터 금요일의 범위에 끝점을 나타내는 까지가 빠져 있다. 원문은 유지했다.
40,1,Is your office near the subway?,사무실이 지하철에서 가까워?,My office is a ten-minute walk from the subway.,내 사무실은 지하철에서 걸어서 10분이야.,4,"내 사무실은 지하철에서 걸어서 10분이야
지하철에서 내 사무실은 걸어서 10분이야
내 사무실은 걸어서 10분이야 지하철에서
지하철에서 걸어서 10분이야 내 사무실은",내 사무실과 지하철 출발 지점은 교환하거나 한 성분을 후치할 수 있고 걸어서 10분은 유지했다.,
40,2,Is the beach far from our hotel?,해변이 우리 호텔에서 멀어?,The beach is just a short walk from the hotel.,해변은 호텔에서 걸어서 금방이야.,4,"해변은 호텔에서 걸어서 금방이야
호텔에서 해변은 걸어서 금방이야
해변은 걸어서 금방이야 호텔에서
호텔에서 걸어서 금방이야 해변은",해변 화제와 호텔 기준점을 교환하며 걸어서 금방이라는 거리 설명은 붙여 두었다.,
41,1,Will you be at the meeting?,회의에 들어올 거야?,I don't think I can make it to the meeting.,회의에 못 들어갈 것 같아요.,2,"회의에 못 들어갈 것 같아요
못 들어갈 것 같아요 회의에",회의에를 술어 뒤에 덧붙여도 불참 가능성을 나타내며 못 들어갈 것 같아요는 분리하지 않았다.,
41,2,We're having a get-together this weekend.,이번 주말에 모임 있어.,Can you make it on Saturday?,토요일에 올 수 있어?,2,"토요일에 올 수 있어
올 수 있어 토요일에",토요일에라는 시간 조건을 가능 여부 질문 뒤에 자연스럽게 둘 수 있다.,
42,1,I think he's really talented.,걔 진짜 재능 있는 것 같아.,I feel the same way about him.,걔에 대해서 나도 똑같이 느껴.,10,"걔에 대해서 나도 똑같이 느껴
나도 걔에 대해서 똑같이 느껴
걔에 대해서 똑같이 느껴 나도
나도 똑같이 느껴 걔에 대해서
걔에 대해서 나도 느껴 똑같이
나도 걔에 대해서 느껴 똑같이
나도 똑같이 걔에 대해서 느껴
걔에 대해서 똑같이 나도 느껴
똑같이 나도 걔에 대해서 느껴
똑같이 걔에 대해서 나도 느껴",똑같이의 느낌 방식을 주체·대상과 교환하거나 단일 후치할 수 있다.,
42,2,I really think we should move to a bigger city.,나 진짜 더 큰 도시로 이사 가야 한다고 생각해.,Do you feel the same way?,너도 같은 마음이야?,2,"너도 같은 마음이야
같은 마음이야 너도",너도를 같은 마음이냐는 물음 뒤에 두어도 상대의 동의를 묻는다.,
43,1,Did you decide this because of money?,이거 돈 때문에 결정한 거야?,My decision has nothing to do with money.,내 결정은 돈이랑은 상관없어.,4,"내 결정은 돈이랑은 상관없어
돈이랑은 내 결정은 상관없어
내 결정은 상관없어 돈이랑은
돈이랑은 상관없어 내 결정은",내 결정과 돈이랑은의 관계를 유지하는 화제 교환과 단일 성분 후치를 허용했다.,
43,2,Is this because of what happened yesterday?,이거 어제 일 때문이야?,It has nothing to do with what happened yesterday.,어제 일이랑은 전혀 관계없어.,4,"어제 일이랑은 전혀 관계없어
전혀 관계없어 어제 일이랑은
전혀 어제 일이랑은 관계없어
어제 일이랑은 관계없어 전혀",전혀라는 부정 정도를 앞이나 서술 뒤에 두어도 관계없다는 의미가 같다.,
44,1,Is my music bothering you?,내 음악 거슬려?,"No offense, but your music is too loud.","악의는 없는데, 음악 소리가 너무 커.",3,"악의는 없는데 음악 소리가 너무 커
악의는 없는데 너무 커 음악 소리가
악의는 없는데 음악 소리가 커 너무",완곡한 도입을 유지하고 너무라는 소리 크기 정도를 서술 뒤에 덧붙일 수 있다.,
44,2,Want me to come with you?,내가 같이 가줄까?,"No offense, but I'd rather go alone.","기분 나빠하지 마, 근데 난 혼자 가는 게 좋아.",3,"기분 나빠하지 마 근데 난 혼자 가는 게 좋아
기분 나빠하지 마 근데 혼자 가는 게 좋아 난
기분 나빠하지 마 근데 난 좋아 혼자 가는 게",양해와 대조를 유지하며 혼자 가는 게라는 선호 대상을 통째로 후치할 수 있다.,
45,1,What do you feel like doing tonight?,오늘 밤에 뭐 하고 싶어?,I feel like watching a movie.,영화 보고 싶은 기분이야.,1,영화 보고 싶은 기분이야,영화 보고 싶은은 기분을 수식하는 하나의 관형 구성이어서 재배열하지 않았다.,
45,2,Should we cook dinner tonight?,오늘 저녁 우리가 해 먹을까?,I don't feel like cooking today.,오늘은 요리하기 싫어.,4,"오늘은 요리하기 싫어
요리하기 싫어 오늘은
요리하기 오늘은 싫어
오늘은 싫어 요리하기",요리하기라는 선호 대상과 오늘 범위를 바꾸거나 목적 명사구만 후치할 수 있다.,
46,1,What can I get you today?,오늘 뭐 드릴까요?,"Two burgers to go, please.",버거 두 개 포장해 주세요.,2,"버거 두 개 포장해 주세요
포장해 주세요 버거 두 개",버거 두 개의 수량구를 유지한 채 포장 요청 뒤에 제시할 수 있다.,
46,2,"Here's your total, that'll be $12.",주문하신 거 12달러입니다.,Is this order for here?,이 주문은 매장에서 드시는 건가요?,2,"이 주문은 매장에서 드시는 건가요
매장에서 드시는 건가요 이 주문은",이 주문은을 매장 식사 여부 질문 뒤에 한 화제로 덧붙일 수 있다.,
47,1,I really like this shirt.,이 셔츠 진짜 마음에 든다.,Does this shirt come in a medium?,이 셔츠 미디엄 사이즈 있나요?,3,"이 셔츠 미디엄 사이즈 있나요
미디엄 사이즈 있나요 이 셔츠
이 셔츠 있나요 미디엄 사이즈",이 셔츠 또는 미디엄 사이즈 중 한 덩어리를 질문 뒤에 덧붙이는 구어를 허용했다.,
47,2,What colors does this bag come in?,이 가방 무슨 색으로 나와요?,It comes in three colors.,그건 세 가지 색상으로 나와요.,4,"그건 세 가지 색상으로 나와요
세 가지 색상으로 그건 나와요
그건 나와요 세 가지 색상으로
세 가지 색상으로 나와요 그건",그건과 세 가지 색상으로를 교환하거나 한 성분을 후치하며 수량구를 보존했다.,
48,1,We're planning a picnic this weekend.,우리 이번 주말에 소풍 계획 중이야.,That sounds like fun.,재밌겠다.,1,재밌겠다,단어가 하나이므로 서로 다른 어순이 없다. 정답 수를 늘리기 위한 복제는 하지 않는다.,
48,2,"Hey, how's it going?","야, 잘 지내?",You sound tired. Are you OK?,목소리가 피곤해 보이네. 괜찮아?,2,"목소리가 피곤해 보이네 괜찮아
괜찮아 목소리가 피곤해 보이네",목소리를 후치하면 이어지는 괜찮아의 주어로 읽힐 수 있어 두 문장의 경계를 분명하게 유지했다.,
49,1,Where's Jake today?,오늘 제이크 어디 있어?,"He's under the weather, so he stayed home.",걔 몸이 안 좋아서 집에 있어.,2,"걔 몸이 안 좋아서 집에 있어
걔 집에 있어 몸이 안 좋아서",몸이 안 좋아서의 원인 절 전체를 집에 있어 뒤에 둘 수 있으며 몸이의 주체 관계는 유지했다.,
49,2,"Hey, sorry I'm late.","아 미안, 늦었어.",You look a little under the weather. Are you OK?,너 컨디션 안 좋아 보인다. 괜찮아?,2,"너 컨디션 안 좋아 보인다 괜찮아
괜찮아 너 컨디션 안 좋아 보인다",안부 질문을 먼저 하고 컨디션에 관한 관찰을 뒤에 설명해도 같은 상대 상태를 확인한다.,
50,1,How do you like the food here?,여기 음식 어때?,I can't get over how good this is!,이거 너무 좋아서 믿기지가 않아!,2,"이거 너무 좋아서 믿기지가 않아
이거 믿기지가 않아 너무 좋아서",너무 좋아서라는 이유 절을 믿기지가 않아 뒤로 옮겨도 감탄의 이유가 유지된다.,
50,2,Is Tom coming back to work soon?,탐 곧 복귀해?,He still hasn't gotten over his cold.,걔 아직 감기가 다 안 나았어.,5,"걔 아직 감기가 다 안 나았어
아직 걔 감기가 다 안 나았어
걔 감기가 아직 다 안 나았어
걔 아직 다 안 나았어 감기가
아직 감기가 다 안 나았어 걔",감기가와 걔의 어색한 겹주어 역전을 제외하고 아직의 자연스러운 이동을 유지했다.,
51,1,Why are you walking so slowly?,왜 그렇게 천천히 걸어?,I'm sore from yesterday's workout.,어제 운동 때문에 몸이 뻐근해.,4,"어제 운동 때문에 몸이 뻐근해
몸이 어제 운동 때문에 뻐근해
몸이 뻐근해 어제 운동 때문에
어제 운동 때문에 뻐근해 몸이",어제 운동 때문이라는 이유와 몸이의 위치를 바꿀 수 있고 원인구는 한 덩어리로 보존했다.,
51,2,Why is she coughing?,걔 왜 기침해?,She got a cold from the rain.,걔 비 맞아서 감기 걸렸어.,3,"걔 비 맞아서 감기 걸렸어
비 맞아서 걔 감기 걸렸어
걔 감기 걸렸어 비 맞아서",걔를 원인 절 앞뒤에 두거나 비 맞아서를 감기 걸렸어 뒤에 설명할 수 있다.,
